,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_code,admin_division_population,gazeteer_distance,longitude,latitude,fatality_count_predictions
6331,5.0,landslide,downpour,2,unknown,PH,272714.0,0.80827,120.6003,16.4185,0.0
6339,5.0,landslide,rain,2,unknown,IN,899094.0,1.62505,91.7599,26.1771,0.0
6353,10.0,landslide,downpour,2,unknown,MY,140849.0,2.6762,100.266,5.35,0.0
6357,50.0,landslide,downpour,2,unknown,IN,10187.0,6.97928,95.4993,26.9986,0.0
6366,1.0,complex,downpour,1,unknown,US,3841.0,1.91206,-116.8487,32.8273,0.0
6369,50.0,landslide,downpour,2,unknown,IN,2000.0,8.34102,79.349,30.4,0.0
6370,50.0,complex,downpour,2,unknown,ES,401270.0,0.29944,2.65,39.5667,0.0
6380,50.0,mudslide,downpour,2,unknown,US,9520.0,72.6468,-109.9704,44.5259,0.0
6392,5.0,landslide,tropical_cyclone,2,unknown,PH,549543.0,1.93666,121.1682,14.5703,0.0
6396,10.0,mudslide,rain,2,unknown,IN,0.0,58.34526,93.0515,27.8837,0.0
6399,12.674393057233878,landslide,rain,2,unknown,IN,13058.0,2.00924,78.3027,30.0702,0.0
6415,1.0,landslide,downpour,2,unknown,BG,2889.0,9.03961,25.7153,42.7188,0.0
6422,5.0,landslide,downpour,2,unknown,TT,17000.0,3.48176,-60.7651,11.1807,0.0
6424,5.0,landslide,rain,2,unknown,MY,217647.0,6.76828,100.7943,4.8525,0.0
6433,12.674393057233878,landslide,downpour,3,unknown,CN,0.0,46.99991,97.1598,30.4297,0.0
6437,12.674393057233878,landslide,tropical_cyclone,4,unknown,PH,189090.0,0.70837,124.8442658,11.03424851,0.0
6449,10.0,landslide,rain,2,above_road,US,20254.0,0.34029,-122.3275065,47.88901904,0.0
6451,10.0,mudslide,downpour,2,unknown,MY,300000.0,5.5429,100.2906,5.389,0.0
6455,25.0,landslide,rain,2,unknown,IN,32162.0,18.83135,77.08,30.7,0.0
6486,5.0,complex,rain,2,unknown,JM,4085.0,5.46381,-76.9659,18.2152,0.0
6488,50.0,landslide,downpour,2,unknown,IN,8797.0,42.70454,94.4182,24.8628,0.0
6496,5.0,landslide,rain,1,unknown,CA,93726.0,10.1301,-122.4926,49.1504,0.0
6499,10.0,landslide,unknown,1,unknown,CA,812129.0,1.74759,-75.6896,45.4257,0.0
6508,25.0,landslide,rain,2,unknown,US,20254.0,0.16411,-122.3049,47.946,0.0
6516,1.0,landslide,downpour,2,unknown,IN,8918.0,11.10435,72.9084,19.6241,0.0
6525,10.0,landslide,downpour,3,unknown,CA,19443.0,2.36318,-128.5677,54.5121,0.0
6526,5.0,mudslide,downpour,2,unknown,CN,0.0,1.37963,121.505,31.265,0.0
6536,12.674393057233878,landslide,rain,2,unknown,IN,39982.0,23.42741,92.8339,25.2946,0.0
6537,25.0,complex,continuous_rain,2,unknown,PH,4348.0,0.21161,123.7183,10.5339,0.0
6541,50.0,landslide,downpour,2,unknown,NP,200000.0,7.56889,84.0366,28.299,0.0
6543,25.0,landslide,downpour,2,unknown,IN,3278.0,3.03647,75.1915,33.4431,0.0
6553,12.674393057233878,landslide,rain,4,unknown,VN,0.0,3.65229,104.0836,21.2228,0.0
6571,25.0,mudslide,rain,2,unknown,US,1732.0,12.36833,-83.5619,36.731,0.0
6573,50.0,landslide,downpour,2,mine,PH,2221.0,26.68374,125.969436,7.192857627,0.0
6606,5.0,landslide,tropical_cyclone,2,unknown,PH,0.0,4.96305,120.6311,16.6052,0.0
6607,5.0,mudslide,rain,2,unknown,US,1041.0,1.31519,-122.0206,36.9933,0.0
6614,1.0,landslide,downpour,2,unknown,IN,5233.0,16.94505,76.9161,31.8795,0.0
6638,5.0,rock_fall,unknown,2,unknown,NO,460.0,9.65322,6.5516,60.55,0.0
6643,5.0,complex,rain,2,unknown,US,51320.0,13.62525,-91.2194,43.6796,0.0
6660,5.0,landslide,rain,2,above_road,PH,8303.0,0.93745,125.0030939,10.47892965,0.0
6665,25.0,landslide,rain,2,unknown,US,8442.0,0.18093,-122.2813,47.8205,0.0
6671,50.0,landslide,rain,2,unknown,IN,4209.0,5.31733,75.3098,33.1662,0.0
6672,12.674393057233878,landslide,rain,2,unknown,ID,0.0,29.91952,124.53,1.1837,0.0
6680,5.0,mudslide,downpour,1,unknown,US,3410.0,15.92157,-83.9076,34.6768,0.0
6681,25.0,landslide,rain,2,unknown,PH,0.0,5.2775,123.2211,9.2404,0.0
6692,5.0,complex,unknown,2,unknown,GB,4504.0,0.3702,-2.9383,50.729,0.0
6705,5.0,landslide,downpour,2,unknown,FJ,77366.0,30.55853,178.2452,-17.9392,0.0
6708,12.674393057233878,landslide,rain,2,unknown,IN,38714.0,8.53133,80.6128,16.6252,0.0
6716,25.0,mudslide,rain,2,unknown,US,3684.0,5.0514,-84.444,34.5117,0.0
6721,5.0,mudslide,rain,1,unknown,US,3068.0,41.47439,-105.248,37.59,0.0
6727,5.0,landslide,rain,2,unknown,GB,1886.0,39.23944,-5.5513,57.3529,0.0
6735,50.0,landslide,downpour,2,unknown,HT,7294.0,8.70343,-72.754,19.699,0.0
6737,12.674393057233878,landslide,continuous_rain,2,unknown,IN,2000.0,10.18317,79.3276,30.4041,0.0
6740,1.0,landslide,monsoon,2,unknown,IN,34021.0,13.15534,94.5438,26.2083,0.0
6750,1.0,landslide,downpour,2,unknown,GB,2545.0,9.98464,-3.8087,57.2847,0.0
6760,12.674393057233878,landslide,monsoon,2,unknown,IN,44493.0,2.9361,93.9784,24.6596,0.0
6780,1.0,landslide,rain,2,unknown,PH,48638.0,7.74854,123.9115,10.43,0.0
6792,25.0,landslide,tropical_cyclone,2,unknown,PH,41258.0,2.93669,120.56,16.455,0.0
6801,5.0,complex,rain,1,unknown,US,2158.0,4.59757,-159.5233,22.2139,0.0
6804,25.0,landslide,downpour,2,unknown,PH,134432.0,12.13865,121.2541,14.7231,0.0
6811,5.0,landslide,downpour,2,unknown,CA,7533.0,2.32623,-118.198,51.0039,0.0
6814,12.674393057233878,landslide,downpour,2,unknown,YE,41.0,4.868,43.6319,15.5892,0.0
6834,50.0,complex,tropical_cyclone,2,unknown,HT,1234742.0,2.72168,-72.3361,18.5146,0.0
6837,25.0,landslide,rain,1,unknown,CN,3967028.0,1.3344,106.5458,29.5524,0.0
6848,5.0,landslide,downpour,2,unknown,US,6123.0,5.14161,-82.5264,35.6425,0.0
6854,5.0,mudslide,rain,2,unknown,US,4227.0,4.10329,-82.7938,35.5429,0.0
6862,5.0,landslide,tropical_cyclone,2,unknown,PH,10109.0,11.61323,121.0364,17.3349,0.0
6879,10.0,landslide,rain,2,unknown,US,15473.0,3.48334,-122.282,47.8634,0.0
6884,10.0,landslide,tropical_cyclone,2,unknown,TH,0.0,19.61386,101.1358,18.9741,0.0
6894,1.0,landslide,downpour,2,unknown,IN,33408.0,3.67394,76.8168,9.6991,0.0
6915,10.0,mudslide,downpour,2,unknown,CA,93726.0,9.74358,-122.4921,49.1453,0.0
6916,50.0,debris_flow,rain,3,unknown,PG,28198.0,30.9202,148.1139,-9.0087,0.0
6917,5.0,mudslide,downpour,2,unknown,US,9552.0,0.13052,-93.1569,45.0514,0.0
6926,5.0,mudslide,rain,1,unknown,US,1031.0,4.46079,-75.2291,41.942,0.0
6928,5.0,landslide,downpour,2,unknown,TT,15968.0,33.10893,-60.93708891,10.83392769,0.0
6936,25.0,landslide,rain,2,unknown,IN,1495.0,44.45488,78.2619,31.5158,0.0
6951,25.0,landslide,downpour,2,above_road,IN,3278.0,5.78589,75.17240669,33.35406635,0.0
6953,1.0,landslide,rain,2,unknown,IN,30832.0,4.38986,76.322,10.077,0.0
6969,25.0,landslide,downpour,1,unknown,GB,2213.0,0.1327,-3.0,55.15,0.0
6971,5.0,mudslide,rain,1,bluff,CA,44560.0,1.85447,-123.1341,49.3,0.0
6993,10.0,mudslide,downpour,1,unknown,GB,9592.0,6.5481,-2.316,56.949,0.0
6997,10.0,landslide,downpour,2,unknown,IN,7317.0,9.72251,75.1984,33.3216,0.0
7001,1.0,landslide,downpour,2,unknown,CA,2732.0,2.98122,-118.9592,50.8122,0.0
7009,5.0,landslide,downpour,2,unknown,US,2450.0,18.34452,-105.343,40.5733,0.0
7019,1.0,landslide,unknown,2,natural_slope,IN,4831.0,6.76172,91.85672387,27.5798729,0.0
7021,25.0,landslide,rain,2,unknown,CO,55513.0,0.68544,-75.7967,8.8856,0.0
7026,1.0,landslide,downpour,2,unknown,IN,7317.0,0.11978,75.2382,33.2412,0.0
7028,5.0,landslide,downpour,2,unknown,KE,4319.0,0.00518,36.9667,-0.6833,0.0
7029,10.0,mudslide,rain,1,unknown,US,1788.0,12.68493,-106.715,35.7279,0.0
7033,5.0,landslide,downpour,2,unknown,US,1035.0,8.96791,-122.4937,48.0955,0.0
7046,5.0,landslide,rain,2,unknown,IN,899094.0,10.70607,91.6906,26.1016,0.0
7047,50.0,mudslide,rain,2,unknown,IN,25000.0,0.90447,92.6755,24.2315,0.0
7053,5.0,landslide,rain,2,unknown,MY,1453975.0,4.74228,101.677,3.0994,0.0
7073,25.0,mudslide,rain,2,unknown,JM,2382.0,0.21825,-76.35,17.95,0.0
7085,25.0,landslide,rain,2,unknown,IN,127010.0,0.87095,78.8205,14.4702,0.0
7089,10.0,mudslide,rain,2,unknown,GB,1296.0,16.1776,-4.8568,56.2265,0.0
7107,5.0,mudslide,rain,2,unknown,US,28742.0,0.39179,-81.7737,28.5529,0.0
7117,1.0,landslide,rain,2,unknown,ID,1198129.0,6.01524,106.8493,-6.3551,0.0
7119,5.0,landslide,downpour,1,above_road,LK,47587.0,3.56016,81.08551842,6.973059881,0.0
7122,25.0,landslide,downpour,2,unknown,CR,6777.0,11.74074,-83.064,8.67,0.0
7125,5.0,landslide,tropical_cyclone,2,unknown,US,305704.0,3.07837,-80.0309,40.4479,0.0
7126,1.0,landslide,rain,2,unknown,US,2400.0,3.762,-105.3357,39.8958,0.0
7128,5.0,mudslide,downpour,2,unknown,US,1415.0,11.06618,-120.0356,39.4254,0.0
7153,10.0,landslide,rain,2,unknown,GB,36108.0,0.1194,-2.3939,51.5392,0.0
7166,10.0,landslide,downpour,2,unknown,IN,8341.0,16.53823,77.3052,32.3573,0.0
7172,5.0,landslide,rain,2,unknown,IN,17123.0,43.16422,78.7248,31.0343,0.0
7179,1.0,landslide,downpour,2,above_road,US,1482.0,4.85999,-80.66737084,40.2215544,0.0
7197,10.0,complex,downpour,2,unknown,CR,6540.0,8.92048,-84.809,10.111,0.0
7210,25.0,landslide,rain,2,unknown,IN,29499.0,13.81486,94.564,26.0838,0.0
7226,1.0,landslide,downpour,2,unknown,AU,22421.0,5.75285,145.014,-38.2662,0.0
7233,50.0,landslide,rain,2,retaining_wall,IT,4410.0,4.07336,12.3009,43.3135,0.0
7248,5.0,landslide,snowfall_snowmelt,2,unknown,AT,5076.0,0.47633,12.5392,47.0015,0.0
7252,5.0,landslide,downpour,2,unknown,RW,86685.0,31.8401,29.583,-1.783,0.0
7262,5.0,landslide,downpour,2,unknown,TT,49031.0,2.54016,-61.4982,10.6771,0.0
7269,10.0,landslide,rain,2,unknown,IN,20254.0,1.94569,76.7937,11.3484,0.0
7283,12.674393057233878,landslide,tropical_cyclone,2,unknown,FJ,27949.0,18.90987,179.4221,-16.5834,0.0
7290,5.0,landslide,downpour,2,unknown,GB,0.0,4.32528,-1.9908,55.7385,0.0
7297,5.0,mudslide,rain,2,unknown,US,7848.0,7.32191,-82.2434,35.6357,0.0
7314,12.674393057233878,landslide,rain,2,unknown,IN,0.0,98.33608,96.1509,28.8254,0.0
7318,5.0,mudslide,downpour,2,unknown,US,51367.0,12.93443,-116.9194,34.0884,0.0
7327,25.0,landslide,downpour,2,unknown,IN,7317.0,0.16739,75.22742083,33.2443135,0.0
7330,12.674393057233878,landslide,rain,2,unknown,ID,0.0,5.14435,96.7494,4.6951,0.0
7332,10.0,landslide,rain,1,unknown,AU,1035.0,1.38874,145.5473,-41.7689,0.0
7333,5.0,landslide,rain,2,unknown,GB,1817.0,4.75483,-2.2783,52.5471,0.0
7342,5.0,mudslide,unknown,2,unknown,IN,33748.0,22.58609,94.9731,26.4205,0.0
7344,5.0,landslide,downpour,2,unknown,PH,2276.0,0.70956,125.1066087,10.57172733,0.0
7356,5.0,landslide,downpour,2,unknown,IN,9158.0,1.34838,76.2699,32.1002,0.0
7362,50.0,landslide,rain,2,unknown,FJ,42284.0,27.83596,177.55,-18.0167,0.0
7367,10.0,landslide,monsoon,4,unknown,PK,725000.0,1.22415,73.4689,34.3591,0.0
7370,5.0,landslide,rain,1,unknown,GB,3371.0,2.96254,-2.4244,52.456,0.0
7381,12.674393057233878,complex,tropical_cyclone,2,unknown,NI,6315.0,54.90196,-84.2435,13.667,0.0
7385,10.0,landslide,rain,2,unknown,IN,7317.0,0.25202,75.242,33.2418,0.0
7391,10.0,landslide,rain,2,unknown,TW,86406.0,7.88667,120.9334,23.9034,0.0
7393,5.0,landslide,downpour,2,unknown,IN,8341.0,41.41265,77.5796,32.4035,0.0
7405,5.0,landslide,rain,1,unknown,UG,67269.0,1.04496,30.0839,0.1739,0.0
7411,50.0,landslide,unknown,2,unknown,NP,0.0,32.74684,83.1036,27.8664,0.0
7431,25.0,landslide,downpour,3,unknown,CN,0.0,11.83705,103.5,31.02,0.0
7454,1.0,landslide,downpour,2,unknown,US,2892.0,8.06254,-81.0524,37.9928,0.0
7455,5.0,landslide,continuous_rain,2,unknown,NP,22084.0,7.59231,87.3372,26.9149,0.0
7456,10.0,landslide,unknown,3,unknown,KE,4661.0,10.58017,37.0386,-0.7755,0.0
7466,25.0,landslide,rain,2,unknown,CN,0.0,2.27577,110.3333,30.6,0.0
7479,50.0,mudslide,downpour,2,unknown,CN,0.0,3.13089,102.8667,28.0333,0.0
7486,5.0,landslide,downpour,3,unknown,IN,18425.0,52.08889,94.9829,28.611,0.0
7489,25.0,mudslide,tropical_cyclone,2,unknown,TW,16597.0,23.93529,120.6854,23.0636,0.0
7497,5.0,debris_flow,rain,1,unknown,GB,1878.0,2.75067,-3.0325,50.7463,0.0
7501,50.0,landslide,downpour,2,unknown,IN,80447.0,0.9058,75.1432,32.9295,0.0
7506,5.0,landslide,downpour,2,unknown,MY,24071.0,2.78346,100.3032,5.4358,0.0
7510,5.0,lahar,dam_embankment_collapse,2,unknown,US,5934.0,2.61361,-84.5255,35.9,0.0
7529,25.0,landslide,rain,2,unknown,IN,8341.0,14.31619,77.2466,32.3712,0.0
7533,50.0,landslide,downpour,2,unknown,IN,0.0,98.40115,96.1517,28.8254,0.0
7535,5.0,landslide,downpour,1,unknown,US,1919.0,2.88694,-91.07,42.8,0.0
7547,10.0,landslide,downpour,3,unknown,US,59781.0,0.35893,-119.1009,46.2428,0.0
7557,5.0,debris_flow,rain,1,unknown,US,3117.0,6.48824,-117.1378,33.0409,0.0
7562,5.0,rock_fall,continuous_rain,2,above_road,NP,44632.0,9.96917,85.225,27.6019,0.0
7572,25.0,mudslide,downpour,2,unknown,IT,169140.0,0.92081,15.6508,38.1102,0.0
7574,5.0,rock_fall,rain,2,unknown,IN,9421.0,2.01897,73.974,15.323,0.0
7577,5.0,riverbank_collapse,unknown,2,above_river,VN,60073.0,6.42842,105.8144,10.2824,0.0
7585,1.0,landslide,rain,2,unknown,MY,673318.0,2.99446,101.086,4.5572,0.0
7597,5.0,landslide,downpour,2,unknown,IN,33408.0,22.89633,76.9299,9.5527,0.0
7603,50.0,landslide,downpour,2,unknown,US,1779.0,5.91065,-81.9348,37.8228,0.0
7615,12.674393057233878,landslide,rain,2,unknown,IN,3348.0,19.1892,78.0574,30.6639,0.0
7616,1.0,landslide,rain,2,unknown,US,2400.0,6.81843,-105.3033,39.8839,0.0
7618,1.0,landslide,downpour,2,above_road,IN,20244.0,8.59507,92.71060943,23.73504471,0.0
7622,5.0,landslide,rain,1,above_road,US,7385.0,1.06543,-122.7038316,45.68817427,0.0
7626,5.0,landslide,downpour,2,unknown,NP,22903.0,14.11697,87.065,27.404,0.0
7628,12.674393057233878,landslide,tropical_cyclone,2,unknown,NZ,61696.0,35.502,176.5992,-39.8931,0.0
7629,1.0,landslide,rain,2,above_road,US,2040.0,1.70783,-157.7865241,21.36945629,0.0
7641,1.0,landslide,downpour,2,natural_slope,AU,10983.0,25.38885,148.4775479,-20.07976547,0.0
7657,1.0,mudslide,downpour,2,unknown,US,3466.0,2.32596,-118.46,35.6,0.0
7669,10.0,landslide,downpour,2,unknown,AU,15582.0,43.81566,146.2243,-37.7846,0.0
7671,25.0,landslide,downpour,2,unknown,NO,439.0,1.5807,9.2307,61.9934,0.0
7675,1.0,landslide,downpour,2,unknown,PH,331320.0,3.10413,123.9334,10.3494,0.0
7676,10.0,debris_flow,rain,2,unknown,GB,1296.0,13.10709,-4.823,56.1997,0.0
7687,50.0,mudslide,tropical_cyclone,3,unknown,TW,1519711.0,6.82091,120.2858,22.6723,0.0
7698,50.0,landslide,earthquake,3,unknown,ID,0.0,14.72493,96.9967,4.7735,0.0
7701,10.0,landslide,rain,2,unknown,PH,2676.0,6.6938,125.2172,10.0374,0.0
7707,5.0,landslide,rain,2,unknown,GB,65388.0,0.7699,-3.5251,50.463,0.0
7724,12.674393057233878,landslide,rain,2,unknown,RW,70593.0,27.63311,29.8353,-1.6649,0.0
7727,5.0,landslide,downpour,2,unknown,GB,2213.0,1.82763,-2.989,55.1356,0.0
7731,5.0,landslide,unknown,2,unknown,PH,41258.0,3.47782,120.6191,16.4474,0.0
7745,25.0,landslide,downpour,2,unknown,LC,4574.0,2.61752,-60.946,13.74,0.0
7757,5.0,landslide,rain,2,unknown,GB,170883.0,0.22621,-3.9437,51.6228,0.0
7758,5.0,mudslide,rain,2,unknown,US,583776.0,1.92777,-122.6836,45.54,0.0
7759,25.0,landslide,rain,2,unknown,VN,0.0,28.92635,105.2523,8.8313,0.0
7769,25.0,mudslide,downpour,2,unknown,US,1751.0,16.80154,-116.8642,48.3288,0.0
7770,12.674393057233878,landslide,downpour,2,unknown,CO,5385.0,23.49217,-75.899,8.4,0.0
7771,10.0,mudslide,downpour,2,unknown,US,4935.0,7.60093,-123.748,45.4668,0.0
7778,10.0,mudslide,downpour,1,unknown,US,3931.0,20.3431,-123.0957,47.4697,0.0
7783,5.0,landslide,downpour,2,unknown,US,3279.0,0.09035,-73.9816,40.3312,0.0
7788,25.0,landslide,tropical_cyclone,3,unknown,VN,19054.0,2.18698,103.9,21.3167,0.0
7789,5.0,mudslide,downpour,1,unknown,US,5802.0,2.07317,-84.1569,33.8232,0.0
7792,12.674393057233878,landslide,downpour,3,unknown,CN,0.0,0.49677,102.3679,29.2425,0.0
7796,10.0,landslide,downpour,2,unknown,IN,37475.0,41.86174,77.9988,34.0123,0.0
7819,10.0,complex,rain,3,above_river,CN,213365.0,5.50353,105.8453,32.4879,0.0
7821,25.0,landslide,tropical_cyclone,2,unknown,SV,124694.0,4.96416,-89.2687,13.7205,0.0
7830,5.0,mudslide,downpour,2,unknown,US,86265.0,3.26594,-92.1485,46.7891,0.0
7836,25.0,landslide,rain,2,unknown,IN,17123.0,13.25369,78.3366,30.6539,0.0
7848,12.674393057233878,landslide,downpour,2,unknown,CN,0.0,2.84105,112.1963,25.3291,0.0
7854,12.674393057233878,complex,rain,3,unknown,IR,199382.0,24.88463,52.1042,36.3667,0.0
7857,10.0,mudslide,rain,2,unknown,US,6624.0,16.99385,-122.1605,38.49,0.0
7862,25.0,mudslide,rain,2,unknown,US,3684.0,4.33442,-84.4759,34.463,0.0
7871,25.0,mudslide,rain,2,unknown,CD,7785965.0,1.92961,15.2962,-4.3269,0.0
7876,12.674393057233878,landslide,downpour,2,unknown,IN,20736.0,4.95275,77.15,28.758,0.0
7877,50.0,rock_fall,unknown,2,unknown,NZ,10442.0,63.81953,167.9581,-44.7493,0.0
7887,50.0,landslide,downpour,2,unknown,TH,0.0,19.99817,98.90212373,9.460430044,0.0
7908,10.0,landslide,rain,2,unknown,PK,725000.0,3.01032,73.4538,34.3932,0.0
7912,50.0,landslide,rain,2,unknown,IN,43000.0,2.26284,88.4572,27.0875,0.0
7921,25.0,landslide,rain,2,unknown,US,1795.0,34.09967,-122.6816,43.3197,0.0
7923,12.674393057233878,landslide,rain,3,unknown,CO,4892.0,6.9613,-74.7631,4.847,0.0
7927,5.0,mudslide,downpour,2,unknown,US,4529.0,1.34835,-106.2307,31.6632,0.0
7931,5.0,mudslide,downpour,2,unknown,TT,12281.0,2.57071,-61.4449,10.158,0.0
7934,25.0,complex,downpour,2,unknown,PH,11121.0,0.6397,123.6028,10.1203,0.0
7936,12.674393057233878,landslide,rain,2,unknown,VN,0.0,6.65669,108.701,14.9923,0.0
7938,5.0,landslide,continuous_rain,2,above_road,LK,47587.0,3.56016,81.08552027,6.973070057,0.0
7940,25.0,landslide,downpour,2,unknown,PA,69102.0,2.81479,-79.5516,9.0655,0.0
7958,50.0,landslide,rain,2,unknown,TR,371713.0,1.60003,43.3948,38.5035,0.0
7960,12.674393057233878,landslide,downpour,2,unknown,BT,852.0,24.04761,90.4997,27.0524,0.0
7982,5.0,landslide,rain,2,unknown,US,3532.0,35.34908,-124.3011,48.2632,0.0
7997,10.0,landslide,rain,2,unknown,AF,0.0,3.78977,70.4417,37.4947,0.0
8000,5.0,landslide,rain,2,unknown,IN,53622.0,3.66644,78.499,17.3895,0.0
8001,5.0,mudslide,rain,1,above_road,US,466.0,30.98796,-92.9331,35.7885,0.0
8006,25.0,mudslide,rain,2,unknown,IN,31009.0,0.97557,78.1333,27.0167,0.0
8023,12.674393057233878,landslide,downpour,2,unknown,PE,0.0,23.50893,-70.2659,-13.8158,0.0
8032,5.0,landslide,rain,2,unknown,GB,73480.0,0.96302,-2.2389,53.792,0.0
8033,5.0,landslide,rain,2,unknown,IN,17123.0,0.37281,78.4396,30.7292,0.0
8047,10.0,mudslide,rain,2,unknown,FJ,77366.0,10.1237,178.3623,-18.0903,0.0
8050,25.0,landslide,downpour,2,unknown,NP,22903.0,25.22042,87.24,27.6,0.0
8052,50.0,landslide,rain,2,unknown,BT,852.0,28.525,90.4032,27.0971,0.0
8053,1.0,other,downpour,1,mine,AU,11886.0,0.7742,145.1147,-37.8558,0.0
8058,10.0,mudslide,snowfall_snowmelt,2,unknown,US,3205.0,5.17409,-122.3985,43.7548,0.0
8059,25.0,landslide,rain,2,unknown,PH,48638.0,8.61744,123.8827,10.4014,0.0
8083,10.0,landslide,tropical_cyclone,2,unknown,JM,1088.0,0.96514,-76.7088,18.037,0.0
8087,25.0,landslide,rain,2,unknown,JM,13671.0,3.96533,-77.2,18.4,0.0
8089,50.0,landslide,downpour,3,unknown,IN,92113.0,40.08056,94.0441,25.318,0.0
8098,5.0,landslide,downpour,2,unknown,IN,4351.0,16.30562,77.1679,31.5596,0.0
8108,25.0,mudslide,downpour,2,unknown,TT,8140.0,5.91101,-61.4925,10.735,0.0
8110,5.0,landslide,downpour,3,unknown,CR,7301.0,12.33807,-84.8952,10.5562,0.0
8129,25.0,landslide,rain,2,unknown,IN,162887.0,2.62739,83.9462,21.464,0.0
8130,5.0,landslide,downpour,2,unknown,GB,2667.0,17.25367,-6.0505,56.4567,0.0
8154,25.0,landslide,downpour,2,unknown,PH,4893.0,0.28946,122.1394,10.5906,0.0
8156,5.0,landslide,continuous_rain,2,unknown,NP,22084.0,5.85927,87.3201,26.9318,0.0
8176,25.0,landslide,downpour,2,unknown,PH,8303.0,0.21791,124.98,10.3861,0.0
8186,1.0,landslide,downpour,3,unknown,AT,0.0,1.2729,15.953,47.4446,0.0
8202,5.0,landslide,rain,2,unknown,US,1312.0,7.92482,-82.448,35.0972,0.0
8208,1.0,mudslide,downpour,2,unknown,SL,802639.0,2.2548,-13.2504,8.4831,0.0
8209,10.0,rock_fall,freeze_thaw,2,unknown,US,1035.0,1.80618,-119.5625,37.73,0.0
8211,50.0,landslide,downpour,2,unknown,NP,20908.0,39.43196,81.7,29.2,0.0
8216,25.0,landslide,rain,2,unknown,ID,0.0,1.87359,111.7219,-8.1513,0.0
8219,5.0,landslide,downpour,1,mine,PH,0.0,10.31533,124.8566407,6.199382401,0.0
8227,5.0,landslide,rain,2,unknown,ID,88965.0,14.87911,106.659,-6.8349,0.0
8252,50.0,landslide,rain,2,unknown,IN,24931.0,17.06892,75.66,12.845,0.0
8257,10.0,landslide,downpour,2,unknown,PH,2195.0,9.85536,121.132,17.4999,0.0
8262,10.0,landslide,rain,2,unknown,PH,51393.0,0.5148,126.1463682,7.82217276,0.0
8266,10.0,landslide,unknown,2,unknown,CA,1385.0,23.54238,-123.1758,49.66,0.0
8280,25.0,landslide,downpour,3,unknown,PH,65265.0,1.05287,122.9672,10.747,0.0
8283,5.0,landslide,downpour,2,unknown,KP,329207.0,19.66637,127.2536,39.0555,0.0
8287,12.674393057233878,debris_flow,downpour,2,unknown,IN,17123.0,15.54936,78.3303,30.6293,0.0
8291,10.0,landslide,downpour,2,unknown,IN,92113.0,7.87804,94.04,25.705,0.0
8293,5.0,mudslide,rain,1,unknown,US,1526.0,3.492,-80.7935,39.958,0.0
8296,1.0,mudslide,rain,1,unknown,US,1192.0,0.85349,-82.2,35.4213,0.0
8297,25.0,landslide,rain,2,unknown,IN,13041.0,7.7918,74.11,15.15,0.0
8302,5.0,landslide,rain,2,unknown,PH,3670.0,0.84612,125.465,7.2195,0.0
8311,5.0,landslide,downpour,3,unknown,IN,0.0,52.64616,94.8885,28.9986,0.0
8329,25.0,landslide,downpour,2,unknown,CR,34877.0,16.24937,-83.706,9.519,0.0
8334,5.0,landslide,downpour,2,above_road,TT,15968.0,33.10893,-60.940308,10.83003164,0.0
8338,25.0,landslide,snowfall_snowmelt,2,unknown,LB,5000.0,11.45819,35.7834,33.8122,0.0
8339,1.0,landslide,rain,1,unknown,US,2540.0,2.48033,-96.4576,42.4941,0.0
8346,10.0,landslide,continuous_rain,2,unknown,NP,108600.0,9.58463,87.2773,26.8988,0.0
8353,5.0,landslide,rain,2,unknown,US,1192.0,4.23278,-82.249,35.4401,0.0
8357,25.0,mudslide,unknown,1,unknown,CA,4038.0,3.96246,-116.9875,51.3336,0.0
8362,50.0,landslide,rain,2,unknown,IN,1147.0,16.10912,88.2816,27.2872,0.0
8378,5.0,landslide,rain,2,unknown,US,225366.0,2.4114,-84.4985,37.9745,0.0
8388,10.0,landslide,downpour,2,unknown,US,5858.0,37.11379,-105.5951,40.7067,0.0
8390,25.0,mudslide,downpour,2,unknown,JP,579399.0,4.15235,139.28,35.645,0.0
8391,12.674393057233878,landslide,tropical_cyclone,3,unknown,VN,0.0,15.95453,108.3564,14.9489,0.0
8392,5.0,landslide,rain,2,unknown,ID,0.0,11.43267,107.1222,-6.9046,0.0
8398,25.0,mudslide,downpour,2,unknown,US,2991.0,29.97781,-115.72,44.93,0.0
8405,5.0,landslide,rain,2,unknown,MY,708296.0,3.6063,101.6021,3.0194,0.0
8408,1.0,mudslide,downpour,2,unknown,CN,0.0,2.63739,103.6472,30.9922,0.0
8419,50.0,mudslide,downpour,2,unknown,CA,3907.0,51.9675,-118.82,52.96,0.0
8438,10.0,mudslide,tropical_cyclone,2,unknown,VN,0.0,6.66943,107.8594,14.5189,0.0
8440,5.0,landslide,rain,2,unknown,US,5042.0,2.66572,-84.822,39.101,0.0
8441,10.0,landslide,monsoon,2,unknown,IN,34021.0,21.25445,94.6055,26.1498,0.0
8442,50.0,landslide,downpour,4,unknown,IN,13865.0,21.72471,79.49970189,30.75402442,0.0
8445,5.0,debris_flow,downpour,2,unknown,US,19653.0,2.33813,-118.2222,34.2141,0.0
8454,25.0,landslide,rain,2,unknown,PH,3471.0,1.52643,125.5245,11.1719,0.0
